,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Vosk ASR
208,213,Didnt you sleep together?,Phoebe,neutral,neutral,20,10,7,7,"0:11:11,629","0:11:12,811",did you sleep together
209,214,"Yeah, that really calms me down.",Joey,neutral,neutral,20,11,7,7,"0:11:12,811","0:11:14,723",that really calms me down
210,215,And!,Joey,joy,positive,20,12,7,7,"0:11:16,801","0:11:18,595",the we have so much in common
211,216,We have so much in common!,Joey,joy,positive,20,13,7,7,"0:11:18,595","0:11:18,734",
212,217,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well thats a",Joey,joy,positive,20,14,7,7,"00:11:18,928","00:11:31,356",she she loves sandwichessports although we she is a met fan not much of an issue now but if we ever to have kidsoh my godare you talking about have a kid
213,218,"Oh my God! Listen to you talkin about having kids. Oh my Joey.  Oh, please dont get married before I do.",Rachel,surprise,positive,20,15,7,7,"00:11:27,228","00:11:37,862",oh my godare you talking about kidoh my you know weoh please don't get married before i do
214,219,Okay.,Joey,neutral,neutral,20,16,7,7,"00:11:41,742","00:11:43,493",
215,220,How does she do that?,Monica,surprise,negative,21,0,1,4,"00:01:49,275","00:01:51,485",how does she do that
216,221,I cannot sleep in a public place.,Ross,neutral,neutral,21,1,1,4,"00:01:51,653","00:01:54,822",i cannot sleep in a public place
217,222,Would you look at her? She is so peaceful.,Monica,joy,positive,21,2,1,4,"00:01:54,989","00:02:00,994",look at her she's so peacefulnow what
218,223,Oh! What what what! ...Hi.,Phoebe,surprise,positive,21,3,1,4,"00:02:01,162","00:02:03,622",
219,224,"It's okay, y'know, you just nodded off again.",Ross,neutral,neutral,21,4,1,4,"00:02:03,790","00:02:05,958",it's okay know you just nodded off again
220,225,What's going on with you?,Monica,surprise,positive,21,5,1,4,"00:02:06,126","00:02:08,127",going on with you
221,226,I got no sleep last night!,Phoebe,anger,negative,21,6,1,4,"0:02:08,294","0:02:09,587",last night
222,227,Why?,Ross,neutral,neutral,21,7,1,4,"0:02:09,587","0:02:09,991",why
223,228,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",Phoebe,disgust,negative,21,8,1,4,"00:02:10,088","00:02:17,177",my grandmother has this new boyfriendand they're both kind of insecure and bad
224,229,"Oh, and deaf.",Phoebe,neutral,neutral,21,9,1,4,"00:02:17,345","00:02:18,887",and death
225,230,"So they're constantly, like, having to reassure each other that they're having a good time.",Phoebe,neutral,neutral,21,10,1,4,"00:02:20,682","00:02:24,726",they're constantly like having to reassure each other that they're having a good time
226,231,You have no idea how loud they are!,Phoebe,disgust,negative,21,11,1,4,"00:02:24,894","00:02:26,937",no idea how loud they are
227,232,"Well, if you want, you can stay with Rachel and me tonight.",Monica,neutral,neutral,21,12,1,4,"0:02:29,023","0:02:30,900",the want you can stay with rachel me tonight
228,233,Thanks.,Phoebe,joy,positive,21,13,1,4,"0:02:30,900","0:02:32,175",thanks
229,234,Ew! What is that? Something exploded!,Joey,disgust,negative,22,0,1,23,"00:09:00,248","00:09:03,667",the earth something exploded
230,235,"It's just her water breaking. Calm down, will you?",Nurse,neutral,neutral,22,1,1,23,"00:09:03,834","00:09:06,169",just don't want to breaking calm down we
231,236,"Water breaking, what do you mean? What's that, water breaking?",Joey,surprise,negative,22,2,1,23,"00:09:06,337","00:09:09,714",the water breaka lot of break in
232,237,"Breathe, breathe, breathe.",Nurse,neutral,neutral,22,3,1,23,"00:09:09,882","00:09:13,510",breathe freeanother
233,238,"Are you insane? I mean Joey, is going to kill you, hes actually going to kill you dead.",Monica,surprise,negative,23,0,3,11,"00:10:13,321","00:10:19,909",are you insane i'm enjoys going to kill you is actually going to kill you dead okay you don't think i thought of that
234,239,Okay! You dont think I thought of that?,Chandler,anger,negative,23,1,3,11,"00:10:17,825","00:10:19,909",okay you don't think i thought of that
235,240,How can you not know which one?,Phoebe,surprise,negative,23,2,3,11,"0:10:20,870","0:10:22,422",how can you not know which
236,241,I mean thats unbelievable.,Rachel,joy,positive,23,3,3,11,"0:10:22,422","0:10:23,751",leave a
237,242,"I mean, was it Gina?",Monica,neutral,neutral,23,4,3,11,"0:10:23,873","0:10:24,873",wasn't gene
238,243,Which one is Gina?,Ross,neutral,neutral,23,5,3,11,"0:10:24,873","0:10:25,937",which one is gina
239,244,"Dark, big hair, with the airplane earrings.",Rachel,neutral,neutral,23,6,3,11,"00:10:26,042","00:10:28,209",don't big hear the airplane here
240,245,"No, no, no, thats Dina.",Monica,neutral,neutral,23,7,3,11,"00:10:28,377","00:10:30,420",no that's not you to that's dina powell
241,246,"You see you cant tell which one is which either, dwha!!",Chandler,surprise,negative,23,8,3,11,"00:10:30,588","00:10:44,809",sure you can't tell which is where do the killerwe didn't fool around with any of themveronica look it's gotta be veronica girl in the red
242,247,"I dont know, you thought See you Saturday was funny.",Rachel,neutral,neutral,24,0,3,14,"00:10:40,389","00:10:44,059",i don't know you thought see you saturday was funny
243,248,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",Rachel,neutral,neutral,24,1,3,14,"00:10:44,727","00:10:49,397",the kind of markers in fashion okay i like having a friend that i can share this stuff with
244,249,You guys would never want to go to a lecture with me.,Rachel,neutral,neutral,24,2,3,14,"00:10:49,565","00:10:51,483",as wouldn't want to go to a lecture with me
245,250,Pa-haa!! I would love to go with you.,Ross,joy,positive,24,3,3,14,"00:10:54,987","00:10:56,571",would love to go with you
246,251,Really!?,Rachel,surprise,positive,24,4,3,14,"00:10:56,739","00:10:57,864",really yeah
247,252,"Yeah, hey I-I have clothes, I even pick them out.",Ross,neutral,neutral,24,5,3,14,"00:10:58,032","00:11:01,660",hey i have clothes i even pick them out
248,253,"I mean for, for all you know I could be a fashion..... monger.",Ross,neutral,neutral,24,6,3,14,"00:11:01,827","00:11:05,121",mean for for all you know i could be a fashion
249,254,"Okay. Honey, I would love for you to go with me.  What?",Rachel,joy,positive,24,7,3,14,"00:11:11,379","00:11:15,256",okay i would love for you to go with me
250,255,"What should I wear, now Im all nervous.",Ross,fear,negative,24,8,3,14,"00:11:15,549","00:11:19,969",which they were normal nervous
251,256,": I know, we did it!! Hey, that was incredible, huh?!",Mr. Treeger,joy,positive,25,0,4,4,"00:20:36,693","00:20:40,321",
252,257,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",Joey,joy,positive,25,1,4,4,"00:20:40,572","00:20:44,075",that was amazing i mean we totally nailed itbeautiful
253,258,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",Mr. Treeger,joy,positive,25,2,4,4,"00:20:44,284","00:20:51,916",listen thanks a lot to be thereoh my god look at the timei gotta catch the bus that of all
254,259,"Oh well, okay, good luck.",Joey,joy,positive,25,3,4,4,"00:20:52,459","00:20:56,462",ohokaygood luck
255,260,: Yeah.,Mr. Treeger,neutral,neutral,25,4,4,4,"00:20:54,962","00:20:56,462",the luck
256,261,Unless you wanna practice the Foxtrot again? Or-or the Tango?,Joey,neutral,neutral,25,5,4,4,"00:20:56,713","00:21:00,716",unless you want to practice the foxtrot to get bored tango
257,262,": Ahh, thanks but no. You see I-I think Im ready to dance with girls.",Mr. Treeger,neutral,neutral,25,6,4,4,"00:21:01,093","00:21:09,350",thanks put the knowsee i think i'm ready to dance with girlsokay
258,263,Okay.,Joey,neutral,neutral,25,7,4,4,"0:21:08,100","0:21:08,742",okay
259,264,: Yeah.,Mr. Treeger,neutral,neutral,25,8,4,4,"0:21:08,742","0:21:09,402",
260,265,Go get em Treeger.,Joey,neutral,neutral,25,9,4,4,"00:21:09,601","00:21:11,852",go get em triggerthe
261,266,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",Mr. Treeger,neutral,neutral,25,10,4,4,"00:21:16,275","00:21:19,860",what to come march as a girl from
262,267,Really?,Joey,surprise,positive,25,11,4,4,"00:21:21,029","00:21:22,113",really
263,268,": Yeah, you could dance real good with her, shes the same size as me.",Mr. Treeger,neutral,neutral,25,12,4,4,"00:21:22,364","00:21:24,991",agents will go border just same size as me
264,269,"No, Im good.",Joey,neutral,neutral,25,13,4,4,"00:21:25,367","00:21:26,867",i'm good
265,270,"Oh God, this is so nerve wracking! How-how do you do this?",Ross,surprise,negative,26,0,5,18,"00:09:41,414","00:09:44,958",got some nerve wracking wow how how do you do this
266,271,"Well, unfortunately, I don't get many callbacks so",Joey,neutral,neutral,26,1,5,18,"00:09:45,126","00:09:48,128",fortunately i don't get many call backs
267,272,Is it a good sign that they asked us to hang around after the audition?,Carol,surprise,positive,26,2,5,18,"00:09:49,046","00:09:51,715",that a good sign that the asked to hang around after the
268,273,Who knows?,Joey,neutral,neutral,26,3,5,18,"00:09:51,882","00:09:53,508",the lot
269,274,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",The Casting Director,neutral,neutral,26,4,5,18,"00:09:55,219","00:10:02,976",okay yeah we have narrowed it down to raymond ben kyle and joey the rest of you thank you very much
270,275,Yes!! I knew it!!  Bye-bye! So long! Later!,Ross,joy,positive,26,5,5,18,"00:10:03,144","00:10:13,403",the lastlawrenceobamasowhere
271,276,Oh this is great! I might actually get to play Ben's dad!,Joey,joy,positive,26,6,5,18,"00:10:15,281","00:10:17,824",this is great i might actually get to prevent that
272,277,Yeah!,Ross,joy,positive,26,7,5,18,"00:10:17,824","00:10:18,743",
273,278,"Actually, that can't happen.",The Casting Director,neutral,neutral,26,8,5,18,"00:10:18,743","00:10:20,243",actually that can happen
274,279,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",The Casting Director,neutral,neutral,26,9,5,18,"00:10:20,411","00:10:25,665",and because you all have such different logs we're putting you with raymond and kyle with been so
275,280,So it'll be either you two  or you two.,The Casting Director,neutral,neutral,26,10,5,18,"00:10:25,833","00:10:28,585",it'll either be you two are you too
276,281,"Man, this is gonna be kinda weird.",Joey,sadness,negative,26,11,5,18,"00:10:29,920","00:10:35,508",manhe's going to be kind of weird yeah it is
277,282,"Yeah, it is.",Ross,neutral,neutral,26,12,5,18,"00:10:32,757","00:10:35,508",going to be kind of weirdit is
278,283,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",Ross,neutral,neutral,26,13,5,18,"00:10:40,514","00:10:44,142",they weren't willing best friends that's that's why it's weird
279,284,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",Monica,sadness,negative,27,0,5,24,"00:20:18,592","00:20:24,805",maybeplease please take him toandre
280,285,"Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.",Chandler,joy,positive,27,1,5,24,"00:21:04,763","00:21:11,060",okaythis is it really get marriedare you sure you want to do this
281,286,Please!,Ross,anger,negative,28,0,4,15,"0:19:16,989","0:19:19,201",kids i heard three
282,287,Are you kidding?,Ross,anger,negative,28,1,4,15,"0:19:19,201","0:19:19,673",you
283,288,"I-I hurt three huge men, I gave a guy a bloody noseI mean I-Im not proud of it but, I really am.",Ross,anger,negative,28,2,4,15,"0:19:19,673","0:19:19,821",
284,289,"And its all because of you, wonderful, amazing you.",Ross,joy,positive,28,3,4,15,"00:19:27,916","00:19:29,917",that's all because of you
285,290,I think youve got concussion.,Emily,fear,negative,28,4,4,15,"00:19:30,085","00:19:34,839",wonderful amazing you think you've got concur
286,291,"No, no, Im serious. Thank you.",Ross,joy,positive,28,5,4,15,"00:19:35,007","00:19:37,592",no no i'm serious thank you
287,292,Youre welcome.  Im sorry. Did I hurt you?,Emily,fear,negative,28,6,4,15,"00:19:38,802","00:19:46,142",you're welcomei'm sorry did i not you it's worth the pain
288,293,"Its worth the pain.  Yknow what, you know what? Its not.",Ross,sadness,negative,28,7,4,15,"00:19:47,728","00:19:50,021",you know what you know what it's not
289,294,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,Monica,surprise,positive,29,0,9,23,"00:08:23,586","00:08:31,426",that like thing was interesting i don't know what's gonna happen with tv and dig and i dowhat a hint
290,295,"I do! Want a hint? huh? ""I do""  ""I do"".",Chandler,joy,positive,29,1,9,23,"00:08:26,839","00:08:31,426",the tv and david i dowhat ahead
291,296,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",Monica,neutral,neutral,29,2,9,23,"00:08:40,228","00:08:43,188",because you are paying with barely control the glee
292,297,David is going to propose to Phoebe.,Chandler,joy,positive,29,3,9,23,"0:08:44,083","0:08:45,668",the it's going to propose to phoebe
293,298,What?  Why?,Monica,surprise,negative,29,4,9,23,"0:08:45,668","0:08:48,470",whatwhy
294,300,"Chandler, we have talked about this.",Monica,anger,negative,29,6,9,23,"00:08:54,575","00:08:56,952",chandler we have talked about this
295,301,You are not supposed to give people advice!,Monica,anger,negative,29,7,9,23,"00:08:57,119","00:08:59,871",you are not supposed to give people advice
296,302,Now couldn't you just have made some sort of inappropriate joke?,Monica,anger,negative,29,8,9,23,"00:09:01,541","00:09:04,209",cut you made some sort of inappropriate jokes
297,303,I,Chandler,neutral,neutral,29,9,9,23,"00:09:04,377","00:09:06,503",and a penis one
298,304,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,Monica,anger,negative,29,10,9,23,"00:09:09,924","00:09:16,555",people living going out for a few weeks phoebe it's a completely hung up on mike where she'll say no
299,305,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone",Monica,anger,negative,29,11,9,23,"00:09:16,722","00:09:26,356",david's hartl be broken it'll be too hard for them to recover from and then family will end up alone againmay i met some bad advice
300,306,"Man, that's some",Chandler,surprise,positive,29,12,9,23,"00:09:24,146","00:09:26,356",may i met some bad advice
301,307,"Oh, that's not what you want...",Ross,neutral,neutral,29,13,9,23,"00:30:29,953","00:30:38,126",i'm backokayexcuse me canada
302,308,"This is my father, Paul Stevens. Dad, this is Ross Geller.",Elizabeth,neutral,neutral,30,0,6,21,"00:04:19,342","00:04:23,262",this is my father paul stevens dad this is ross geller
303,309,It-its great to meet you Paul.,Ross,joy,positive,30,1,6,21,"00:04:23,429","00:04:25,847",it it's it's great to meet you paul
304,310,I usually prefer Elizabeths boyfriends to address me as Mr. Stevens.,Paul,neutral,neutral,30,2,6,21,"00:04:26,015","00:04:29,476",for for losers boyfriends who address me as mr stevens
305,311,"Of course, of course, Mr. Stevens.",Ross,neutral,neutral,30,3,6,21,"00:04:30,812","00:04:33,021",of course of course mister stevens
306,312,"So Ross, what your problem?",Paul,anger,negative,30,4,6,21,"00:04:33,189","00:04:37,901",so rosswhat's your problem
307,313,Eh-whExcuse me?,Ross,surprise,positive,30,5,6,21,"00:04:39,862","00:04:41,113",scuse me
308,314,Why cant you get a girlfriend your own age?,Paul,anger,negative,30,6,6,21,"00:04:41,281","00:04:43,282",can't you get a girlfriend your own age
309,315,Thats funny. Umm.  Its not funny.,Ross,fear,negative,30,7,6,21,"00:04:43,992","00:04:52,374",that's funnyohit's not funnyi don't like going out with my daughter ross
310,316,I,Paul,neutral,neutral,30,8,6,21,"00:04:49,706","00:04:52,374",i like going out with my daughter ross
311,317,Okay.,Ross,neutral,neutral,30,9,6,21,"0:04:52,542","0:04:52,844",okay
312,318,"I can, I can see that.",Ross,neutral,neutral,30,10,6,21,"0:04:52,844","0:04:55,338",i'm at all i can i can see
313,319,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",Ross,fear,negative,30,11,6,21,"00:04:55,461","00:05:00,799",but i think if you give me one chance i can change your mind
